2025-07-28 14:59:45 | INFO     | devpulse_client.auth.collectors.device_collector:collect_fingerprint:20 - Collecting device fingerprint
2025-07-28 14:59:45 | INFO     | devpulse_client.auth.collectors.device_collector:collect_fingerprint:23 - Collecting device fingerprint: 18:60:24:92:da:75
2025-07-28 14:59:45 | INFO     | devpulse_client.auth.collectors.device_collector:collect_fingerprint:26 - Collecting device fingerprint: OKEY
2025-07-28 14:59:45 | DEBUG    | devpulse_client.auth.collectors.device_collector:collect_fingerprint:29 - Collected device fingerprint: MAC=18:60:24:92:da:75
2025-07-28 14:59:45 | INFO     | devpulse_client.auth.client.auth_client:_send_login_request:144 - Credential validation successful: {'access_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJmYXJ1ayIsImRldmljZV9tYWMiOiIxODo2MDoyNDo5MjpkYTo3NSJ9.mdvGKPs6tdby8LCZ1GdpPUjIwZ7I28mBg07IeLUbcuc', 'token_type': 'bearer', 'expires': False}
2025-07-28 14:59:45 | INFO     | devpulse_client.ingest.client.event_client:run:32 - Starting activity tracker
2025-07-28 14:59:45 | INFO     | devpulse_client.ingest.client.event_client:run:40 - Logging activity: System Started
2025-07-28 14:59:45 | DEBUG    | devpulse_client.core.window_tracker.window_task:_start_tracking_new_window:68 - Started tracking window: 'app.py - devpulse-client-v2 - Visual Studio Code'
2025-07-28 14:59:45 | INFO     | devpulse_client.core.activity_state_tracker.activity_state_task:tick:74 - Logging activity: User Active
2025-07-28 14:59:50 | ERROR    | devpulse_client.ingest.client.event_client:send_events:79 - Failed to send events: 500 {"detail":"Error processing events: (psycopg.errors.NotNullViolation) null value in column \"username\" of relation \"events\" violates not-null constraint\nDETAIL:  Failing row contains (46ed4e16-f00e-4fc5-a59f-07614d0613b3, 08b995b9-390e-42aa-9ca7-f0b344c44aa3, 8691b5b4-282e-4b34-a6f6-93067e978b81, activity, 2025-07-28 14:59:45.778391, null, System Started, null, null, null, null).\n[SQL: INSERT INTO events (id, user_id, device_id, event_type, timestamp, username, event, window_title, duration, start_time, end_time) VALUES (%(id__0)s::VARCHAR, %(user_id__0)s::VARCHAR, %(device_id__0)s::VARCHAR, %(event_type__0)s, %(timestamp__0)s::TIM ... 775 characters truncated ... __2)s, %(start_time__2)s::TIMESTAMP WITHOUT TIME ZONE, %(end_time__2)s::TIMESTAMP WITHOUT TIME ZONE)]\n[parameters: {'window_title__0': None, 'timestamp__0': datetime.datetime(2025, 7, 28, 14, 59, 45, 778391), 'username__0': None, 'user_id__0': '08b995b9-390e-42aa-9ca7-f0b344c44aa3', 'event_type__0': 'activity', 'id__0': '46ed4e16-f00e-4fc5-a59f-07614d0613b3', 'device_id__0': '8691b5b4-282e-4b34-a6f6-93067e978b81', 'event__0': 'System Started', 'start_time__0': None, 'end_time__0': None, 'duration__0': None, 'window_title__1': None, 'timestamp__1': datetime.datetime(2025, 7, 28, 14, 59, 45, 778583), 'username__1': None, 'user_id__1': '08b995b9-390e-42aa-9ca7-f0b344c44aa3', 'event_type__1': 'heartbeat', 'id__1': '38e66fc3-3c3b-46c3-a5f9-4ce33a2a215a', 'device_id__1': '8691b5b4-282e-4b34-a6f6-93067e978b81', 'event__1': None, 'start_time__1': None, 'end_time__1': None, 'duration__1': None, 'window_title__2': None, 'timestamp__2': datetime.datetime(2025, 7, 28, 14, 59, 45, 778583), 'username__2': None, 'user_id__2': '08b995b9-390e-42aa-9ca7-f0b344c44aa3', 'event_type__2': 'activity', 'id__2': '62a37e6a-1438-4ffb-8002-d803a2e1eecc', 'device_id__2': '8691b5b4-282e-4b34-a6f6-93067e978b81', 'event__2': 'User Active', 'start_time__2': None, 'end_time__2': None, 'duration__2': None}]\n(Background on this error at: https://sqlalche.me/e/20/gkpj)"}
2025-07-28 14:59:55 | ERROR    | devpulse_client.ingest.client.event_client:send_events:79 - Failed to send events: 500 {"detail":"Error processing events: (psycopg.errors.NotNullViolation) null value in column \"username\" of relation \"events\" violates not-null constraint\nDETAIL:  Failing row contains (4063564e-56d8-45e6-9ec6-1767304d0846, 08b995b9-390e-42aa-9ca7-f0b344c44aa3, 8691b5b4-282e-4b34-a6f6-93067e978b81, activity, 2025-07-28 14:59:45.778391, null, System Started, null, null, null, null).\n[SQL: INSERT INTO events (id, user_id, device_id, event_type, timestamp, username, event, window_title, duration, start_time, end_time) VALUES (%(id__0)s::VARCHAR, %(user_id__0)s::VARCHAR, %(device_id__0)s::VARCHAR, %(event_type__0)s, %(timestamp__0)s::TIM ... 1105 characters truncated ... __3)s, %(start_time__3)s::TIMESTAMP WITHOUT TIME ZONE, %(end_time__3)s::TIMESTAMP WITHOUT TIME ZONE)]\n[parameters: {'window_title__0': None, 'timestamp__0': datetime.datetime(2025, 7, 28, 14, 59, 45, 778391), 'username__0': None, 'user_id__0': '08b995b9-390e-42aa-9ca7-f0b344c44aa3', 'event_type__0': 'activity', 'id__0': '4063564e-56d8-45e6-9ec6-1767304d0846', 'device_id__0': '8691b5b4-282e-4b34-a6f6-93067e978b81', 'event__0': 'System Started', 'start_time__0': None, 'end_time__0': None, 'duration__0': None, 'window_title__1': None, 'timestamp__1': datetime.datetime(2025, 7, 28, 14, 59, 45, 778583), 'username__1': None, 'user_id__1': '08b995b9-390e-42aa-9ca7-f0b344c44aa3', 'event_type__1': 'heartbeat', 'id__1': '834ce04f-60e0-43a2-9b8e-c5332b4603ad', 'device_id__1': '8691b5b4-282e-4b34-a6f6-93067e978b81', 'event__1': None, 'start_time__1': None, 'end_time__1': None, 'duration__1': None, 'window_title__2': None, 'timestamp__2': datetime.datetime(2025, 7, 28, 14, 59, 45, 778583), 'username__2': None, 'user_id__2': '08b995b9-390e-42aa-9ca7-f0b344c44aa3', 'event_type__2': 'activity', 'id__2': '608dc3e2-4ef9-4989-b40c-1940404d0595', 'device_id__2': '8691b5b4-282e-4b34-a6f6-93067e978b81', 'event__2': 'User Active', 'start_time__2': None, 'end_time__2': None, 'duration__2': None, 'window_title__3': None, 'timestamp__3': datetime.datetime(2025, 7, 28, 14, 59, 55, 796711), 'username__3': None, 'user_id__3': '08b995b9-390e-42aa-9ca7-f0b344c44aa3', 'event_type__3': 'heartbeat', 'id__3': 'd00af33b-4607-4380-9531-0649cc57d381', 'device_id__3': '8691b5b4-282e-4b34-a6f6-93067e978b81', 'event__3': None, 'start_time__3': None, 'end_time__3': None, 'duration__3': None}]\n(Background on this error at: https://sqlalche.me/e/20/gkpj)"}
